0 0 60 60 0.80811, 0.19189
0 10 60 70 0.83505, 0.16495
0 20 60 80 0.84540, 0.15460
0 30 60 90 0.85220, 0.14780
0 40 60 100 0.86639, 0.13361
0 50 60 110 0.87514, 0.12486
0 60 60 120 0.87459, 0.12541
0 70 60 130 0.86526, 0.13474
0 80 60 140 0.88725, 0.11275
0 90 60 150 0.89134, 0.10866
0 100 60 160 0.88846, 0.11154
0 110 60 170 0.88679, 0.11321
0 120 60 180 0.88448, 0.11552
0 130 60 190 0.89814, 0.10186
0 140 60 200 0.90737, 0.09263
0 150 60 210 0.91641, 0.08359
0 160 60 220 0.91767, 0.08233
0 170 60 230 0.91331, 0.08669
10 0 70 60 0.77350, 0.22650
10 10 70 70 0.79149, 0.20851
10 20 70 80 0.80689, 0.19311
10 30 70 90 0.81951, 0.18049
10 40 70 100 0.82888, 0.17112
10 50 70 110 0.84129, 0.15871
10 60 70 120 0.85068, 0.14932
10 70 70 130 0.83485, 0.16515
10 80 70 140 0.85899, 0.14101
10 90 70 150 0.85279, 0.14721
10 100 70 160 0.84151, 0.15849
10 110 70 170 0.83120, 0.16880
10 120 70 180 0.82190, 0.17810
10 130 70 190 0.83497, 0.16503
10 140 70 200 0.85138, 0.14862
10 150 70 210 0.87205, 0.12795
10 160 70 220 0.87310, 0.12690
10 170 70 230 0.86489, 0.13511
20 0 80 60 0.76231, 0.23769
20 10 80 70 0.77049, 0.22951
20 20 80 80 0.77388, 0.22612
20 30 80 90 0.78125, 0.21875
20 40 80 100 0.78377, 0.21623
20 50 80 110 0.78774, 0.21226
20 60 80 120 0.80881, 0.19119
20 70 80 130 0.80293, 0.19707
20 80 80 140 0.81679, 0.18321
20 90 80 150 0.80584, 0.19416
20 100 80 160 0.79572, 0.20428
20 110 80 170 0.78450, 0.21550
20 120 80 180 0.78140, 0.21860
20 130 80 190 0.78511, 0.21489
20 140 80 200 0.79471, 0.20528
20 150 80 210 0.81908, 0.18092
20 160 80 220 0.82203, 0.17797
20 170 80 230 0.82644, 0.17356
30 0 90 60 0.75724, 0.24276
30 10 90 70 0.75982, 0.24018
30 20 90 80 0.76323, 0.23677
30 30 90 90 0.76414, 0.23586
30 40 90 100 0.76361, 0.23639
30 50 90 110 0.75761, 0.24239
30 60 90 120 0.76652, 0.23348
30 70 90 130 0.76022, 0.23978
30 80 90 140 0.76704, 0.23296
30 90 90 150 0.76093, 0.23907
30 100 90 160 0.76108, 0.23892
30 110 90 170 0.76081, 0.23919
30 120 90 180 0.76058, 0.23942
30 130 90 190 0.76552, 0.23448
30 140 90 200 0.76574, 0.23426
30 150 90 210 0.78372, 0.21628
30 160 90 220 0.79267, 0.20733
30 170 90 230 0.79287, 0.20713
40 0 100 60 0.74988, 0.25012
40 10 100 70 0.75140, 0.24860
40 20 100 80 0.75104, 0.24896
40 30 100 90 0.75068, 0.24932
40 40 100 100 0.75208, 0.24792
40 50 100 110 0.74585, 0.25415
40 60 100 120 0.74910, 0.25090
40 70 100 130 0.73987, 0.26013
40 80 100 140 0.74356, 0.25644
40 90 100 150 0.74006, 0.25994
40 100 100 160 0.74323, 0.25677
40 110 100 170 0.75010, 0.24990
40 120 100 180 0.75072, 0.24929
40 130 100 190 0.75670, 0.24330
40 140 100 200 0.75661, 0.24339
40 150 100 210 0.76772, 0.23228
40 160 100 220 0.78120, 0.21880
40 170 100 230 0.78105, 0.21895
50 0 110 60 0.74970, 0.25030
50 10 110 70 0.75010, 0.24990
50 20 110 80 0.74311, 0.25689
50 30 110 90 0.74155, 0.25845
50 40 110 100 0.74350, 0.25650
50 50 110 110 0.74282, 0.25718
50 60 110 120 0.74034, 0.25966
50 70 110 130 0.73365, 0.26635
50 80 110 140 0.73866, 0.26134
50 90 110 150 0.73424, 0.26576
50 100 110 160 0.73538, 0.26462
50 110 110 170 0.74609, 0.25391
50 120 110 180 0.74737, 0.25263
50 130 110 190 0.75240, 0.24760
50 140 110 200 0.74955, 0.25045
50 150 110 210 0.75640, 0.24360
50 160 110 220 0.76811, 0.23189
50 170 110 230 0.76581, 0.23419
60 0 120 60 0.75018, 0.24982
60 10 120 70 0.75030, 0.24970
60 20 120 80 0.74399, 0.25601
60 30 120 90 0.74020, 0.25980
60 40 120 100 0.73280, 0.26720
60 50 120 110 0.69106, 0.30894
60 60 120 120 0.65305, 0.34695
60 70 120 130 0.63423, 0.36577
60 80 120 140 0.65505, 0.34495
60 90 120 150 0.65574, 0.34426
60 100 120 160 0.67717, 0.32283
60 110 120 170 0.72813, 0.27187
60 120 120 180 0.74827, 0.25173
60 130 120 190 0.75140, 0.24860
60 140 120 200 0.74779, 0.25221
60 150 120 210 0.75016, 0.24984
60 160 120 220 0.75580, 0.24420
60 170 120 230 0.74686, 0.25314
70 0 130 60 0.73925, 0.26075
70 10 130 70 0.71833, 0.28167
70 20 130 80 0.67985, 0.32015
70 30 130 90 0.59838, 0.40162
70 40 130 100 0.56891, 0.43109
70 50 130 110 0.53301, 0.46699
70 60 130 120 0.48709, 0.51291
70 70 130 130 0.48496, 0.51504
70 80 130 140 0.49226, 0.50774
70 90 130 150 0.50433, 0.49567
70 100 130 160 0.51131, 0.48869
70 110 130 170 0.56841, 0.43159
70 120 130 180 0.66423, 0.33577
70 130 130 190 0.74854, 0.25146
70 140 130 200 0.74634, 0.25366
70 150 130 210 0.74374, 0.25626
70 160 130 220 0.74564, 0.25436
70 170 130 230 0.73860, 0.26140
80 0 140 60 0.70188, 0.29812
80 10 140 70 0.60261, 0.39739
80 20 140 80 0.54442, 0.45558
80 30 140 90 0.47233, 0.52767
80 40 140 100 0.44923, 0.55077
80 50 140 110 0.39880, 0.60120
80 60 140 120 0.30189, 0.69811
80 70 140 130 0.30415, 0.69585
80 80 140 140 0.34786, 0.65214
80 90 140 150 0.35692, 0.64308
80 100 140 160 0.38861, 0.61139
80 110 140 170 0.46436, 0.53564
80 120 140 180 0.56031, 0.43969
80 130 140 190 0.73744, 0.26256
80 140 140 200 0.74268, 0.25732
80 150 140 210 0.73538, 0.26462
80 160 140 220 0.73740, 0.26260
80 170 140 230 0.73414, 0.26586
90 0 150 60 0.60775, 0.39225
90 10 150 70 0.52972, 0.47028
90 20 150 80 0.47655, 0.52345
90 30 150 90 0.33764, 0.66236
90 40 150 100 0.27890, 0.72110
90 50 150 110 0.23044, 0.76956
90 60 150 120 0.12591, 0.87409
90 70 150 130 0.11447, 0.88553
90 80 150 140 0.16940, 0.83060
90 90 150 150 0.18755, 0.81245
90 100 150 160 0.26811, 0.73189
90 110 150 170 0.37731, 0.62269
90 120 150 180 0.50271, 0.49729
90 130 150 190 0.72347, 0.27653
90 140 150 200 0.74035, 0.25965
90 150 150 210 0.73617, 0.26383
90 160 150 220 0.73641, 0.26359
90 170 150 230 0.73619, 0.26381
100 0 160 60 0.57378, 0.42622
100 10 160 70 0.48315, 0.51685
100 20 160 80 0.38874, 0.61126
100 30 160 90 0.24238, 0.75762
100 40 160 100 0.15582, 0.84418
100 50 160 110 0.09042, 0.90958
100 60 160 120 0.04206, 0.95794
100 70 160 130 0.04051, 0.95949
100 80 160 140 0.06129, 0.93871
100 90 160 150 0.10356, 0.89644
100 100 160 160 0.23357, 0.76643
100 110 160 170 0.35060, 0.64940
100 120 160 180 0.47613, 0.52387
100 130 160 190 0.73285, 0.26715
100 140 160 200 0.75010, 0.24990
100 150 160 210 0.74584, 0.25416
100 160 160 220 0.74307, 0.25693
100 170 160 230 0.74367, 0.25633
110 0 170 60 0.57042, 0.42958
110 10 170 70 0.44420, 0.55580
110 20 170 80 0.34279, 0.65721
110 30 170 90 0.17797, 0.82203
110 40 170 100 0.09252, 0.90748
110 50 170 110 0.05066, 0.94934
110 60 170 120 0.02175, 0.97825
110 70 170 130 0.02016, 0.97984
