0 0 60 60 0.96699, 0.03301
0 10 60 70 0.96509, 0.03491
0 20 60 80 0.96543, 0.03457
0 30 60 90 0.96490, 0.03510
0 40 60 100 0.96419, 0.03581
0 50 60 110 0.96452, 0.03548
0 60 60 120 0.96316, 0.03684
0 70 60 130 0.96317, 0.03683
0 80 60 140 0.96379, 0.03621
0 90 60 150 0.96434, 0.03566
0 100 60 160 0.96477, 0.03523
0 110 60 170 0.96466, 0.03534
0 120 60 180 0.96528, 0.03472
0 130 60 190 0.96280, 0.03720
0 140 60 200 0.96231, 0.03769
0 150 60 210 0.96170, 0.03830
0 160 60 220 0.96316, 0.03684
0 170 60 230 0.96281, 0.03719
10 0 70 60 0.97764, 0.02236
10 10 70 70 0.97680, 0.02320
10 20 70 80 0.97794, 0.02206
10 30 70 90 0.97795, 0.02205
10 40 70 100 0.97776, 0.02224
10 50 70 110 0.97767, 0.02233
10 60 70 120 0.97773, 0.02227
10 70 70 130 0.97789, 0.02211
10 80 70 140 0.97827, 0.02173
10 90 70 150 0.97888, 0.02112
10 100 70 160 0.97889, 0.02111
10 110 70 170 0.97886, 0.02114
10 120 70 180 0.97951, 0.02049
10 130 70 190 0.97757, 0.02243
10 140 70 200 0.97751, 0.02249
10 150 70 210 0.97636, 0.02364
10 160 70 220 0.97620, 0.02380
10 170 70 230 0.97536, 0.02464
20 0 80 60 0.96372, 0.03628
20 10 80 70 0.96332, 0.03668
20 20 80 80 0.96615, 0.03385
20 30 80 90 0.96565, 0.03435
20 40 80 100 0.96836, 0.03164
20 50 80 110 0.96966, 0.03034
20 60 80 120 0.97179, 0.02821
20 70 80 130 0.97439, 0.02561
20 80 80 140 0.97413, 0.02587
20 90 80 150 0.97588, 0.02412
20 100 80 160 0.97664, 0.02336
20 110 80 170 0.97738, 0.02262
20 120 80 180 0.97956, 0.02044
20 130 80 190 0.97934, 0.02066
20 140 80 200 0.98029, 0.01971
20 150 80 210 0.98031, 0.01969
20 160 80 220 0.98110, 0.01890
20 170 80 230 0.98166, 0.01834
30 0 90 60 0.92532, 0.07468
30 10 90 70 0.92477, 0.07523
30 20 90 80 0.93138, 0.06862
30 30 90 90 0.92614, 0.07386
30 40 90 100 0.93503, 0.06497
30 50 90 110 0.93677, 0.06323
30 60 90 120 0.94323, 0.05677
30 70 90 130 0.95121, 0.04879
30 80 90 140 0.95004, 0.04996
30 90 90 150 0.95531, 0.04469
30 100 90 160 0.95499, 0.04501
30 110 90 170 0.95434, 0.04566
30 120 90 180 0.96093, 0.03907
30 130 90 190 0.96138, 0.03862
30 140 90 200 0.96461, 0.03539
30 150 90 210 0.96534, 0.03466
30 160 90 220 0.96706, 0.03294
30 170 90 230 0.96853, 0.03147
40 0 100 60 0.87367, 0.12633
40 10 100 70 0.87170, 0.12830
40 20 100 80 0.88088, 0.11912
40 30 100 90 0.86587, 0.13413
40 40 100 100 0.88440, 0.11560
40 50 100 110 0.88422, 0.11578
40 60 100 120 0.89899, 0.10101
40 70 100 130 0.92363, 0.07636
40 80 100 140 0.90931, 0.09069
40 90 100 150 0.91937, 0.08063
40 100 100 160 0.91193, 0.08807
40 110 100 170 0.90821, 0.09179
40 120 100 180 0.92130, 0.07870
40 130 100 190 0.92272, 0.07728
40 140 100 200 0.92996, 0.07004
40 150 100 210 0.93046, 0.06954
40 160 100 220 0.93400, 0.06600
40 170 100 230 0.93623, 0.06377
50 0 110 60 0.83269, 0.16731
50 10 110 70 0.83184, 0.16816
50 20 110 80 0.83584, 0.16416
50 30 110 90 0.80971, 0.19029
50 40 110 100 0.83231, 0.16769
50 50 110 110 0.83620, 0.16380
50 60 110 120 0.87741, 0.12259
50 70 110 130 0.91480, 0.08520
50 80 110 140 0.87423, 0.12577
50 90 110 150 0.87686, 0.12314
50 100 110 160 0.85468, 0.14532
50 110 110 170 0.85092, 0.14908
50 120 110 180 0.87378, 0.12622
50 130 110 190 0.87168, 0.12832
50 140 110 200 0.87915, 0.12085
50 150 110 210 0.87977, 0.12023
50 160 110 220 0.88190, 0.11810
50 170 110 230 0.88326, 0.11674
60 0 120 60 0.82119, 0.17881
60 10 120 70 0.82177, 0.17823
60 20 120 80 0.82154, 0.17846
60 30 120 90 0.79318, 0.20682
60 40 120 100 0.80869, 0.19131
60 50 120 110 0.81470, 0.18530
60 60 120 120 0.86531, 0.13469
60 70 120 130 0.91698, 0.08302
60 80 120 140 0.85575, 0.14425
60 90 120 150 0.84971, 0.15029
60 100 120 160 0.81721, 0.18279
60 110 120 170 0.82560, 0.17440
60 120 120 180 0.84714, 0.15286
60 130 120 190 0.83444, 0.16556
60 140 120 200 0.84118, 0.15882
60 150 120 210 0.84528, 0.15472
60 160 120 220 0.84233, 0.15767
60 170 120 230 0.84088, 0.15912
70 0 130 60 0.82458, 0.17542
70 10 130 70 0.82336, 0.17664
70 20 130 80 0.82353, 0.17647
70 30 130 90 0.79648, 0.20352
70 40 130 100 0.80577, 0.19423
70 50 130 110 0.80782, 0.19218
70 60 130 120 0.83503, 0.16497
70 70 130 130 0.88267, 0.11733
70 80 130 140 0.83778, 0.16222
70 90 130 150 0.83910, 0.16090
70 100 130 160 0.81351, 0.18649
70 110 130 170 0.82307, 0.17693
70 120 130 180 0.83053, 0.16947
70 130 130 190 0.82660, 0.17340
70 140 130 200 0.82954, 0.17046
70 150 130 210 0.82847, 0.17153
70 160 130 220 0.82725, 0.17275
70 170 130 230 0.82388, 0.17612
80 0 140 60 0.83201, 0.16799
80 10 140 70 0.82917, 0.17083
80 20 140 80 0.82707, 0.17293
80 30 140 90 0.80245, 0.19755
80 40 140 100 0.80146, 0.19854
80 50 140 110 0.79640, 0.20360
80 60 140 120 0.80312, 0.19688
80 70 140 130 0.81052, 0.18948
80 80 140 140 0.79905, 0.20095
80 90 140 150 0.82141, 0.17859
80 100 140 160 0.80476, 0.19524
80 110 140 170 0.81299, 0.18701
80 120 140 180 0.82164, 0.17836
80 130 140 190 0.81999, 0.18001
80 140 140 200 0.81970, 0.18030
80 150 140 210 0.81911, 0.18089
80 160 140 220 0.81671, 0.18329
80 170 140 230 0.81237, 0.18763
90 0 150 60 0.83865, 0.16135
90 10 150 70 0.82677, 0.17323
90 20 150 80 0.82721, 0.17279
90 30 150 90 0.77547, 0.22453
90 40 150 100 0.70333, 0.29667
90 50 150 110 0.62959, 0.37041
90 60 150 120 0.58149, 0.41851
90 70 150 130 0.55005, 0.44995
90 80 150 140 0.54794, 0.45206
90 90 150 150 0.61816, 0.38184
90 100 150 160 0.65429, 0.34571
90 110 150 170 0.73080, 0.26920
90 120 150 180 0.81288, 0.18712
90 130 150 190 0.82417, 0.17583
90 140 150 200 0.82029, 0.17971
90 150 150 210 0.81778, 0.18222
90 160 150 220 0.81365, 0.18635
90 170 150 230 0.81087, 0.18913
100 0 160 60 0.84342, 0.15658
100 10 160 70 0.80498, 0.19502
100 20 160 80 0.70178, 0.29822
100 30 160 90 0.57468, 0.42532
100 40 160 100 0.51901, 0.48099
100 50 160 110 0.47762, 0.52238
100 60 160 120 0.43992, 0.56008
100 70 160 130 0.42140, 0.57860
100 80 160 140 0.43540, 0.56460
100 90 160 150 0.48148, 0.51852
100 100 160 160 0.50831, 0.49170
100 110 160 170 0.60055, 0.39945
100 120 160 180 0.79338, 0.20662
100 130 160 190 0.83802, 0.16198
100 140 160 200 0.83261, 0.16739
100 150 160 210 0.82926, 0.17074
100 160 160 220 0.82631, 0.17369
100 170 160 230 0.82388, 0.17612
110 0 170 60 0.84861, 0.15139
110 10 170 70 0.75277, 0.24723
110 20 170 80 0.54512, 0.45488
110 30 170 90 0.44354, 0.55646
110 40 170 100 0.38613, 0.61387
110 50 170 110 0.29884, 0.70116
110 60 170 120 0.24987, 0.75013
110 70 170 130 0.23357, 0.76643
110 80 170 140 0.27882, 0.72118
110 90 170 150 0.35765, 0.64235
110 100 170 160 0.42116, 0.57884
110 110 170 170 0.52235, 0.47765
110 120 170 180 0.77515, 0.22485
110 130 170 190 0.85019, 0.14981
110 140 170 200 0.84571, 0.15429
110 150 170 210 0.84355, 0.15645
110 160 170 220 0.84212, 0.15788
110 170 170 230 0.84270, 0.15730
120 0 180 60 0.85865, 0.14135
120 10 180 70 0.69752, 0.30248
120 20 180 80 0.44642, 0.55358
120 30 180 90 0.32111, 0.67889
120 40 180 100 0.23575, 0.76425
120 50 180 110 0.13690, 0.86310
120 60 180 120 0.09768, 0.90232
120 70 180 130 0.09195, 0.90805
120 80 180 140 0.13637, 0.86363
120 90 180 150 0.25359, 0.74641
120 100 180 160 0.33958, 0.66042
120 110 180 170 0.45202, 0.54798
120 120 180 180 0.71455, 0.28545
120 130 180 190 0.85773, 0.14227
120 140 180 200 0.86332, 0.13668
120 150 180 210 0.86044, 0.13956
120 160 180 220 0.85719, 0.14281
120 170 180 230 0.86063, 0.13937
130 0 190 60 0.86765, 0.13235
130 10 190 70 0.65367, 0.34633
130 20 190 80 0.37890, 0.62110
130 30 190 90 0.26753, 0.73247
130 40 190 100 0.15821, 0.84179
130 50 190 110 0.08217, 0.91783
130 60 190 120 0.05354, 0.94646
130 70 190 130 0.04722, 0.95278
130 80 190 140 0.07383, 0.92617
130 90 190 150 0.12902, 0.87098
130 100 190 160 0.21072, 0.78928
130 110 190 170 0.34371, 0.65629
130 120 190 180 0.54786, 0.45214
130 130 190 190 0.83388, 0.16612
130 140 190 200 0.88181, 0.11819
130 150 190 210 0.87810, 0.12190
130 160 190 220 0.87406, 0.12594
130 170 190 230 0.87721, 0.12279
140 0 200 60 0.86676, 0.13324
140 10 200 70 0.59704, 0.40296
140 20 200 80 0.36765, 0.63235
140 30 200 90 0.23606, 0.76394
140 40 200 100 0.12027, 0.87973
140 50 200 110 0.06527, 0.93473
140 60 200 120 0.04007, 0.95993
140 70 200 130 0.03368, 0.96632
140 80 200 140 0.05581, 0.94419
140 90 200 150 0.09151, 0.90849
140 100 200 160 0.16383, 0.83617
140 110 200 170 0.30543, 0.69457
140 120 200 180 0.49117, 0.50883
140 130 200 190 0.81536, 0.18464
140 140 200 200 0.89232, 0.10768
140 150 200 210 0.88590, 0.11410
140 160 200 220 0.88172, 0.11828
140 170 200 230 0.88412, 0.11588
150 0 210 60 0.82471, 0.17529
150 10 210 70 0.55271, 0.44729
150 20 210 80 0.38783, 0.61217
150 30 210 90 0.24350, 0.75650
150 40 210 100 0.12917, 0.87083
150 50 210 110 0.06557, 0.93443
150 60 210 120 0.03600, 0.96400
150 70 210 130 0.02722, 0.97278
150 80 210 140 0.04028, 0.95972
150 90 210 150 0.07251, 0.92749
150 100 210 160 0.16011, 0.83989
150 110 210 170 0.30801, 0.69199
150 120 210 180 0.47307, 0.52693
150 130 210 190 0.76413, 0.23587
150 140 210 200 0.86716, 0.13284
150 150 210 210 0.86160, 0.13840
150 160 210 220 0.85598, 0.14402
150 170 210 230 0.85888, 0.14112
160 0 220 60 0.73761, 0.26239
160 10 220 70 0.53253, 0.46747
160 20 220 80 0.43161, 0.56839
160 30 220 90 0.30071, 0.69929
160 40 220 100 0.19254, 0.80746
160 50 220 110 0.09570, 0.90430
160 60 220 120 0.04748, 0.95253
160 70 220 130 0.03169, 0.96831
160 80 220 140 0.03155, 0.96845
160 90 220 150 0.05183, 0.94817
160 100 220 160 0.14096, 0.85904
160 110 220 170 0.29559, 0.70441
160 120 220 180 0.47487, 0.52513
160 130 220 190 0.68357, 0.31643
160 140 220 200 0.78624, 0.21376
160 150 220 210 0.79201, 0.20799
160 160 220 220 0.79108, 0.20892
160 170 220 230 0.80254, 0.19746
170 0 230 60 0.69856, 0.30144
170 10 230 70 0.55703, 0.44297
170 20 230 80 0.46872, 0.53128
170 30 230 90 0.38388, 0.61612
170 40 230 100 0.27653, 0.72347
170 50 230 110 0.14533, 0.85467
170 60 230 120 0.07485, 0.92515
170 70 230 130 0.04877, 0.95123
170 80 230 140 0.03662, 0.96338
170 90 230 150 0.04440, 0.95560
170 100 230 160 0.12745, 0.87255
170 110 230 170 0.25771, 0.74229
170 120 230 180 0.51120, 0.48880
170 130 230 190 0.64451, 0.35549
170 140 230 200 0.72027, 0.27973
170 150 230 210 0.75237, 0.24763
170 160 230 220 0.76974, 0.23026
170 170 230 230 0.78245, 0.21755
180 0 240 60 0.68084, 0.31916
180 10 240 70 0.57478, 0.42522
180 20 240 80 0.48967, 0.51033
180 30 240 90 0.43893, 0.56107
180 40 240 100 0.34228, 0.65772
180 50 240 110 0.19881, 0.80119
180 60 240 120 0.11577, 0.88423
180 70 240 130 0.08119, 0.91881
180 80 240 140 0.05824, 0.94176
180 90 240 150 0.07186, 0.92814
180 100 240 160 0.15387, 0.84613
180 110 240 170 0.28743, 0.71257
180 120 240 180 0.58555, 0.41445
180 130 240 190 0.61798, 0.38202
180 140 240 200 0.70842, 0.29158
180 150 240 210 0.77394, 0.22606
180 160 240 220 0.80269, 0.19731
180 170 240 230 0.81761, 0.18239
190 0 250 60 0.67962, 0.32038
190 10 250 70 0.64427, 0.35573
190 20 250 80 0.55685, 0.44315
190 30 250 90 0.51990, 0.48010
190 40 250 100 0.44834, 0.55166
190 50 250 110 0.33577, 0.66423
190 60 250 120 0.20996, 0.79004
190 70 250 130 0.14636, 0.85364
190 80 250 140 0.12288, 0.87712
190 90 250 150 0.14184, 0.85816
190 100 250 160 0.22014, 0.77986
190 110 250 170 0.42045, 0.57955
190 120 250 180 0.78437, 0.21563
190 130 250 190 0.62093, 0.37907
190 140 250 200 0.73992, 0.26008
190 150 250 210 0.81447, 0.18553
190 160 250 220 0.84764, 0.15236
190 170 250 230 0.86678, 0.13322
200 0 260 60 0.67422, 0.32578
200 10 260 70 0.65969, 0.34031
200 20 260 80 0.64724, 0.35276
200 30 260 90 0.59828, 0.40172
200 40 260 100 0.53699, 0.46301
200 50 260 110 0.47469, 0.52531
200 60 260 120 0.38426, 0.61574
200 70 260 130 0.27914, 0.72086
200 80 260 140 0.22636, 0.77364
200 90 260 150 0.22025, 0.77975
200 100 260 160 0.28654, 0.71346
200 110 260 170 0.50080, 0.49920
200 120 260 180 0.85130, 0.14870
200 130 260 190 0.68190, 0.31810
200 140 260 200 0.79051, 0.20949
200 150 260 210 0.85624, 0.14376
200 160 260 220 0.89204, 0.10796
200 170 260 230 0.91137, 0.08863
210 0 270 60 0.66288, 0.33712
210 10 270 70 0.64992, 0.35008
210 20 270 80 0.63903, 0.36097
210 30 270 90 0.63680, 0.36320
210 40 270 100 0.58739, 0.41261
210 50 270 110 0.54066, 0.45934
210 60 270 120 0.45617, 0.54383
210 70 270 130 0.41781, 0.58219
210 80 270 140 0.37090, 0.62910
210 90 270 150 0.34434, 0.65566
210 100 270 160 0.41063, 0.58937
210 110 270 170 0.67032, 0.32968
210 120 270 180 0.91846, 0.08154
210 130 270 190 0.77467, 0.22533
210 140 270 200 0.84494, 0.15506
210 150 270 210 0.89282, 0.10718
210 160 270 220 0.91881, 0.08118
210 170 270 230 0.92616, 0.07384
220 0 280 60 0.65757, 0.34243
220 10 280 70 0.64701, 0.35299
220 20 280 80 0.64223, 0.35777
220 30 280 90 0.64150, 0.35850
220 40 280 100 0.62379, 0.37621
220 50 280 110 0.67720, 0.32280
220 60 280 120 0.60579, 0.39421
220 70 280 130 0.56596, 0.43404
220 80 280 140 0.54934, 0.45066
220 90 280 150 0.51960, 0.48040
220 100 280 160 0.59614, 0.40386
220 110 280 170 0.81642, 0.18358
220 120 280 180 0.91828, 0.08172
220 130 280 190 0.83489, 0.16511
220 140 280 200 0.85350, 0.14650
220 150 280 210 0.89036, 0.10964
220 160 280 220 0.89155, 0.10845
220 170 280 230 0.90412, 0.09588
230 0 290 60 0.65255, 0.34745
230 10 290 70 0.64508, 0.35492
230 20 290 80 0.64367, 0.35633
230 30 290 90 0.64571, 0.35429
230 40 290 100 0.67242, 0.32758
230 50 290 110 0.73514, 0.26486
230 60 290 120 0.79865, 0.20135
230 70 290 130 0.77618, 0.22382
230 80 290 140 0.84270, 0.15730
230 90 290 150 0.88677, 0.11323
230 100 290 160 0.92015, 0.07985
